steamId,price,copiesSold,publisherClass,reviewScore,aiContent
804830,1.99,754,Hobbyist,Mostly Negative,
1308130,0.99,754,Indie,Mostly Negative,
555730,9.99,754,Hobbyist,Mostly Positive,
719930,9.99,754,Hobbyist,Positive,
617620,4.99,754,Hobbyist,Positive,
1993060,9.99,754,Hobbyist,Positive,
554680,1.99,754,Hobbyist,Mixed,
1515980,5.99,754,Hobbyist,Mixed,
2120870,9.99,754,Indie,Mixed,
1689510,6.99,754,Hobbyist,Mixed,
365240,4.99,754,Hobbyist,Mixed,
1662340,5.99,754,Indie,Positive,
1981480,3.99,754,Indie,Positive,
2497520,2.99,754,Hobbyist,Positive,
823280,2.99,754,Hobbyist,Mixed,
553000,0.99,754,Hobbyist,Mixed,
1425370,4.99,754,Indie,Positive,
2159180,1.99,754,Indie,Positive,
1959490,4.99,754,Indie,Positive,
1924590,1.99,754,Hobbyist,Positive,
2004880,0.99,754,Hobbyist,Mostly Positive,
1182070,0.0,754,Hobbyist,Mixed,
886670,0.0,754,Hobbyist,Mostly Positive,
2901040,0.0,754,Hobbyist,Positive,
1530800,12.99,753,Indie,Positive,
2015000,7.99,753,Indie,Positive,
2596670,6.99,753,Hobbyist,Positive,
691750,3.99,753,Hobbyist,Mixed,
3074050,0.99,753,Indie,Mostly Positive,
3389240,0.0,753,Indie,Mostly Negative,
2285120,0.99,753,Indie,Positive,
2395410,0.0,753,Hobbyist,Mostly Positive,
2820400,0.0,753,Hobbyist,Positive,
2618940,2.99,752,Hobbyist,Mostly Positive,
2310500,0.0,752,Hobbyist,Positive,
2198460,24.99,751,Indie,Mixed,
2956500,11.99,751,Indie,Mostly Negative,
653080,9.99,751,Hobbyist,Mostly Positive,
3003550,5.99,751,Hobbyist,Positive,
397960,6.99,751,Hobbyist,Positive,
2601110,4.99,751,Hobbyist,Positive,
3061910,4.99,751,Indie,Positive,
2284410,3.55,751,Hobbyist,Positive,
2581980,8.99,751,Indie,Mixed,
815010,1.99,751,Hobbyist,Positive,
2478500,0.99,751,Hobbyist,Mixed,
2904740,0.0,751,Hobbyist,Positive,
1752830,199.99,750,Indie,Negative,
1192420,24.99,750,Indie,Mixed,
906470,19.99,750,Indie,Positive,
1271870,19.99,750,Hobbyist,Negative,
1099830,11.99,750,Hobbyist,Mostly Negative,
1383030,13.99,750,Hobbyist,Mostly Negative,
1728700,20.04,750,Hobbyist,Positive,
1187870,12.49,750,Hobbyist,Positive,
705700,9.99,750,Hobbyist,Mostly Negative,
38090,9.99,750,Indie,Positive,
1200930,4.99,750,Hobbyist,Positive,
1558210,9.99,750,Indie,Positive,
2755790,9.99,750,Hobbyist,Mixed,
889260,14.99,750,Indie,Positive,
2300580,6.99,750,Hobbyist,Mixed,
1644080,14.99,750,Hobbyist,Positive,
1545700,6.99,750,Hobbyist,Positive,
990180,5.99,750,Indie,Positive,
1736250,4.99,750,Hobbyist,Mixed,
1677020,4.99,750,Hobbyist,Positive,
1363660,3.99,750,Hobbyist,Mostly Negative,
1029130,7.99,750,Indie,Positive,
1620390,6.99,750,Hobbyist,Positive,
1625830,5.99,750,Indie,Positive,
1512070,4.99,750,Hobbyist,Mixed,
1953170,4.99,750,Hobbyist,Mostly Negative,
788800,2.99,750,Hobbyist,Mostly Negative,
1835310,7.99,750,Indie,Mostly Negative,
1619080,4.99,750,Indie,Positive,
1260440,1.99,750,Indie,Mostly Negative,
1499190,6.99,750,Hobbyist,Positive,
1041760,1.99,750,Indie,Mixed,
1814060,2.99,750,Hobbyist,Positive,
1041140,0.99,750,Indie,Mixed,
1580260,0.99,750,Hobbyist,Mostly Negative,
2564140,0.99,750,Indie,Positive,
737330,0.99,750,Indie,Mixed,
2849430,0.0,750,Hobbyist,Positive,
2319490,0.0,750,Hobbyist,Positive,
3319180,12.99,749,Hobbyist,Mostly Positive,
2349180,12.99,749,Indie,Positive,
2459430,6.99,749,Indie,Mostly Positive,
2316030,6.99,749,Hobbyist,Positive,
2862590,5.99,749,Indie,Positive,
3214120,0.0,749,Hobbyist,Mixed,
2536130,3.99,749,Indie,Positive,
1355450,0.0,749,Hobbyist,Mixed,
2883430,0.0,749,Hobbyist,Positive,
2928430,0.0,749,Hobbyist,Mixed,
3243790,0.0,748,Indie,Mixed,
1653770,17.99,748,Hobbyist,Positive,
872720,19.99,748,Indie,Mixed,
318300,19.99,748,AA,Mixed,
1100300,9.99,748,Hobbyist,Positive,
343320,9.99,748,Hobbyist,Mixed,
2612530,7.99,748,Hobbyist,Mixed,
2330960,6.99,748,Hobbyist,Positive,
1001970,8.99,748,Hobbyist,Positive,
603460,6.99,748,Indie,Mostly Negative,
1761450,8.99,748,Indie,Positive,
2947800,6.99,748,Indie,Mixed,
954860,3.99,748,Indie,Positive,
362740,9.99,748,Indie,Mixed,
3486240,2.99,748,Hobbyist,Mostly Positive,
2342240,0.99,748,Hobbyist,Positive,
715470,0.99,748,Hobbyist,Mixed,
908120,0.99,748,Indie,Mostly Positive,
2379700,0.0,748,Hobbyist,Positive,
692310,0.0,747,Hobbyist,Mixed,
2330400,0.0,747,Hobbyist,Positive,
2888340,0.0,747,Hobbyist,Mostly Negative,
2128070,29.99,746,Indie,Positive,
2569610,14.99,746,Indie,Positive,
2354560,2.99,746,Hobbyist,Mostly Positive,
665240,0.99,746,Hobbyist,Mixed,
1963740,24.99,745,Indie,Mixed,
2505740,14.99,745,Indie,Mostly Positive,
1736680,4.99,745,Hobbyist,Mostly Negative,
2731530,0.0,745,Hobbyist,Positive,
694930,9.99,744,Hobbyist,Positive,
2027590,14.99,744,Hobbyist,Positive,
1865080,24.99,744,Hobbyist,Mostly Negative,
3277230,15.99,744,Hobbyist,Mixed,
684320,9.99,744,Hobbyist,Positive,
352850,9.99,744,Indie,Mixed,
609010,8.99,744,Indie,Mostly Positive,
1394550,11.99,744,Indie,Positive,
936700,3.99,744,Hobbyist,Positive,
578320,9.99,744,Indie,Positive,
813250,4.99,744,Hobbyist,Positive,
408240,4.99,744,Hobbyist,Mostly Positive,
1063230,4.99,744,Indie,Mixed,
1044480,2.99,744,Hobbyist,Positive,
1432760,2.99,744,Hobbyist,Positive,
991240,4.99,744,Hobbyist,Positive,
1998580,4.99,744,Indie,Mixed,
918680,0.99,744,Indie,Mixed,
2154570,2.99,744,Hobbyist,Positive,
1385840,0.99,744,Indie,Mixed,
1699130,1.99,744,Hobbyist,Mostly Negative,
732840,0.99,744,Hobbyist,Mixed,
673820,0.99,744,Hobbyist,Mixed,
861320,0.0,744,Hobbyist,Mixed,
2430790,1.99,743,Hobbyist,Positive,
2590580,0.99,743,Indie,Mixed,
1608310,0.0,743,Hobbyist,Positive,
1986470,0.0,743,Hobbyist,Positive,
2218720,0.0,743,Hobbyist,Positive,
1944710,0.0,743,Indie,Positive,
1696900,0.0,743,Hobbyist,Positive,
1984070,0.0,743,Hobbyist,Positive,
1430690,0.0,743,Hobbyist,Positive,
1575960,0.0,743,Hobbyist,Positive,
1600020,0.0,743,Hobbyist,Positive,
1501920,0.0,743,Hobbyist,Positive,
1330080,0.0,743,Hobbyist,Positive,
1297200,0.0,743,Hobbyist,Positive,
1215960,0.0,743,Hobbyist,Mostly Positive,
1185400,0.0,743,Hobbyist,Positive,
1916340,14.99,742,Indie,Positive,
2444610,6.99,742,Hobbyist,Mostly Positive,
2576160,3.99,742,Hobbyist,Positive,
565190,4.99,742,Indie,Positive,
464380,4.99,742,Indie,Mostly Negative,
1913720,4.99,742,Indie,Positive,
2142810,0.0,742,Hobbyist,Positive,
2069340,0.0,742,Hobbyist,Mixed,
2514340,0.0,742,Hobbyist,Mostly Negative,
3015260,0.0,742,Hobbyist,Mixed,
1743580,44.99,741,Indie,Positive,
2469080,19.99,741,Indie,Positive,
1339340,19.99,741,Indie,Mostly Positive,
1599070,11.99,741,Hobbyist,Mixed,
1855760,14.99,741,Indie,Mixed,
1363600,9.99,741,Indie,Mostly Positive,
2265190,9.99,741,Hobbyist,Positive,
1051580,14.99,741,Hobbyist,Positive,
1146880,0.99,741,Indie,Positive,
1381480,4.99,741,Indie,Mixed,
1422930,1.99,741,Hobbyist,Mostly Positive,
683310,1.99,741,Indie,Mostly Positive,
648550,9.99,741,Hobbyist,Mostly Positive,
1706670,2.99,741,Hobbyist,Positive,
592240,2.99,741,Indie,Mostly Positive,
1550080,4.99,741,Hobbyist,Positive,
2508960,1.99,741,Hobbyist,Positive,
1903490,4.99,741,Indie,Mixed,
485570,2.99,741,Hobbyist,Mixed,
2696970,2.99,741,Hobbyist,Positive,
2142860,0.99,741,Indie,Mixed,
1566560,0.99,741,Indie,Mixed,
1024950,59.99,740,Indie,Positive,
2371820,9.99,740,Hobbyist,Positive,
1658480,9.99,740,Indie,Mixed,
1398790,8.99,740,Indie,Mostly Positive,
1725350,12.99,740,Indie,Mixed,
853320,11.99,740,Indie,Mostly Positive,
753370,4.99,740,Hobbyist,Mostly Positive,
1941310,8.99,740,Hobbyist,Positive,
1438870,6.99,740,Indie,Mixed,
1977250,9.99,740,Indie,Positive,
1526350,12.99,740,Indie,Positive,
1742340,9.99,740,Hobbyist,Mostly Positive,
1363270,4.99,740,Hobbyist,Mostly Positive,
941160,4.99,740,Hobbyist,Mixed,
1418090,4.99,740,Indie,Mostly Positive,
2217420,6.99,740,Indie,Positive,
1831050,3.99,740,Indie,Mostly Positive,
2447820,3.99,740,Hobbyist,Positive,
1444170,2.99,740,Hobbyist,Mostly Positive,
1177330,7.99,740,Hobbyist,Positive,
1184010,1.99,740,Hobbyist,Positive,
2206570,4.99,740,Hobbyist,Mostly Positive,
2206580,4.99,740,Hobbyist,Positive,
1926340,0.99,740,Indie,Mixed,
1642590,0.99,740,Indie,Mostly Positive,
1566920,0.99,740,Hobbyist,Mixed,
1196520,0.99,740,Hobbyist,Mostly Positive,
1561800,0.99,740,Hobbyist,Mostly Positive,
2262070,0.99,740,Indie,Mostly Positive,
1863570,0.99,740,Indie,Mostly Positive,
1331120,0.0,740,Hobbyist,Mixed,
1084420,0.0,740,Hobbyist,Mostly Positive,
2605330,0.0,740,Hobbyist,Mixed,
769220,7.99,739,Indie,Mixed,
2742250,9.99,739,Indie,Mostly Positive,
2713990,4.99,739,Indie,Positive,
2369520,3.99,739,Indie,Positive,
2224860,2.99,739,Indie,Positive,
2395360,0.0,739,Hobbyist,Positive,
2780660,0.0,739,Hobbyist,Mostly Positive,
1746400,19.99,738,Indie,Mixed,
338090,24.99,738,Indie,Mixed,
1344820,19.99,738,Hobbyist,Mixed,
2250410,19.99,738,Hobbyist,Mostly Positive,
869470,9.99,738,Indie,Mixed,
1481700,12.99,738,Indie,Mostly Positive,
1278350,9.99,738,Hobbyist,Mostly Positive,
3007360,8.99,738,Hobbyist,Positive,
1270380,14.9,738,Indie,Mixed,
1034280,9.99,738,Indie,Mostly Positive,
1670010,6.99,738,Hobbyist,Mostly Positive,
2431490,3.99,738,Hobbyist,Mixed,
1166120,2.99,738,Hobbyist,Mixed,
2336160,2.99,738,Hobbyist,Positive,
1292280,2.99,738,Indie,Mixed,
3426130,1.99,738,Hobbyist,Positive,
1562240,0.99,738,Indie,Mostly Positive,
1037420,0.99,738,Hobbyist,Mixed,
1374940,0.99,738,Indie,Mostly Positive,
1062670,0.99,738,Hobbyist,Mixed,
3242370,0.99,738,Hobbyist,Positive,
2392740,14.99,737,Indie,Mixed,
525950,0.99,737,Hobbyist,Mostly Positive,
2399450,7.99,737,Hobbyist,Mostly Negative,
2344240,9.99,737,Indie,Positive,
3218150,9.99,737,Hobbyist,Positive,
661970,1.99,737,Hobbyist,Mixed,
2313780,6.99,737,Indie,Mostly Positive,
3520370,2.99,737,Hobbyist,Positive,
503130,1.99,737,Hobbyist,Positive,
2524580,0.0,737,Hobbyist,Mixed,
2912870,0.0,737,Hobbyist,Positive,
3255970,0.0,737,Hobbyist,Mostly Positive,
3474060,0.0,737,Hobbyist,Negative,
1836520,24.99,736,Indie,Mostly Positive,
683600,7.99,736,Indie,Mostly Negative,
1487800,19.99,736,Indie,Positive,
1932180,19.99,736,Indie,Mixed,
712240,8.99,736,Indie,Positive,
557850,9.99,736,Indie,Positive,
1085070,19.99,736,Hobbyist,Positive,
1387010,9.99,736,Hobbyist,Mixed,
766740,9.99,736,Hobbyist,Positive,
520750,14.99,736,Hobbyist,Positive,
1566830,7.99,736,Hobbyist,Mixed,
684230,2.99,736,Hobbyist,Positive,
875540,4.99,736,Hobbyist,Mixed,
1725860,5.99,736,Hobbyist,Positive,
622540,0.99,736,Hobbyist,Mostly Negative,
837220,7.99,736,Indie,Mixed,
373800,3.99,736,Indie,Mostly Negative,
1074220,5.99,736,Hobbyist,Positive,
868660,2.99,736,Indie,Positive,
2066170,1.99,736,Indie,Mixed,
2701410,2.99,736,Hobbyist,Positive,
2928820,1.99,736,Indie,Mixed,
1664050,1.99,736,Indie,Positive,
1785370,0.99,736,Hobbyist,Positive,
769340,5.99,736,Indie,Mixed,
839730,0.99,736,Hobbyist,Mostly Negative,
3366710,0.0,736,Hobbyist,Positive,
607360,0.0,736,Hobbyist,Positive,
2315940,0.0,736,Hobbyist,Positive,
1589070,8.99,735,Indie,Positive,
1935100,10.99,735,Hobbyist,Positive,
1379550,9.99,735,Hobbyist,Mostly Negative,
1989150,10.99,735,Hobbyist,Positive,
1427030,5.99,735,Hobbyist,Positive,
1449670,7.99,735,Indie,Positive,
1627120,6.99,735,Indie,Mixed,
1217330,3.99,735,Indie,Mixed,
814590,4.99,735,Hobbyist,Positive,
1700690,4.99,735,Hobbyist,Positive,
1140180,4.99,735,Indie,Positive,
2916760,3.99,735,Hobbyist,Mixed,
1663950,4.99,735,Indie,Mixed,
923880,0.99,735,Hobbyist,Mostly Positive,
2199570,2.99,735,Indie,Positive,
1845480,7.99,735,Indie,Mixed,
516120,2.99,735,Hobbyist,Positive,
2084090,1.99,735,Indie,Mixed,
528770,1.99,735,Hobbyist,Positive,
727220,4.99,735,Hobbyist,Mixed,
741770,4.99,735,Indie,Mixed,
3278160,0.0,735,Hobbyist,Mixed,
2106820,6.99,734,Indie,Positive,
514750,6.99,734,Indie,Positive,
881050,7.99,734,Hobbyist,Mostly Positive,
3386890,0.0,734,Hobbyist,Positive,
2018820,0.0,734,Hobbyist,Mostly Positive,
2656180,0.0,734,Hobbyist,Mostly Positive,
1637400,23.99,733,Indie,Positive,
3318000,14.99,733,Indie,Positive,
2246640,9.99,733,Hobbyist,Positive,
1954880,4.99,733,Hobbyist,Positive,
3056580,4.99,733,Indie,Positive,
2136310,4.99,733,Indie,Mostly Positive,
2107170,0.0,733,Hobbyist,Mostly Positive,
2478040,19.99,732,Indie,Positive,
2986600,2.99,732,Indie,Positive,
816830,0.99,732,Hobbyist,Positive,
2011230,0.99,732,Indie,Mostly Positive,
2715740,24.99,731,Indie,Mixed,
3215110,18.99,731,Indie,Positive,
2218030,13.99,731,Indie,Positive,
2411390,5.99,731,Indie,Mostly Positive,
556250,0.99,731,Hobbyist,Mostly Positive,
1892640,3.99,731,Indie,Mixed,
2567040,5.99,731,Hobbyist,Mixed,
2647500,0.0,731,Hobbyist,Mixed,
725920,0.0,731,Hobbyist,Positive,
1863820,0.0,731,Hobbyist,Mixed,
3070180,0.0,731,Hobbyist,Mixed,
3356700,0.0,731,Hobbyist,Positive,
2396340,5.99,730,Indie,Positive,
2386800,5.99,730,Hobbyist,Mostly Positive,
3033500,2.99,730,Hobbyist,Mostly Positive,
1109750,0.0,730,Hobbyist,Positive,
2931280,0.0,730,Hobbyist,Mostly Positive,
2930140,0.0,730,Hobbyist,Mostly Positive,
1161180,44.99,729,Indie,Positive,
502600,24.99,729,Indie,Mostly Positive,
1931990,17.99,729,Hobbyist,Positive,
1663650,14.99,729,Hobbyist,Positive,
388910,19.99,729,Hobbyist,Positive,
1417750,14.99,729,Hobbyist,Positive,
1259600,9.99,729,Hobbyist,Positive,
1933180,9.99,729,Indie,Positive,
2085100,5.99,729,Indie,Positive,
1271170,4.99,729,Hobbyist,Positive,
878150,9.99,729,Indie,Positive,
1475960,7.99,729,Hobbyist,Positive,
2211460,4.99,729,Indie,Mixed,
2476330,5.99,729,Hobbyist,Mostly Positive,
1602700,7.99,729,Hobbyist,Positive,
1142240,3.99,729,Hobbyist,Positive,
2999070,4.99,729,Indie,Mixed,
573740,4.99,729,Indie,Positive,
2256900,2.99,729,Hobbyist,Positive,
2117930,2.99,729,Hobbyist,Positive,
3095270,2.99,729,Hobbyist,Mostly Positive,
740320,1.99,729,Hobbyist,Mostly Negative,
2156970,2.99,729,Indie,Positive,
3260490,0.0,729,Indie,Positive,
2832900,0.0,729,AAA,Positive,
2010000,19.99,728,Indie,Positive,
908560,10.99,728,Hobbyist,Positive,
744600,9.99,728,Indie,Positive,
613130,14.99,728,Indie,Positive,
915850,6.99,728,Hobbyist,Positive,
1492420,11.99,728,Indie,Positive,
378410,9.99,728,Hobbyist,Positive,
2564810,9.99,728,Indie,Positive,
1275790,14.99,728,Indie,Positive,
2241200,9.99,728,Hobbyist,Positive,
1544000,9.99,728,Hobbyist,Positive,
1708200,11.99,728,Hobbyist,Positive,
1957590,9.99,728,Indie,Positive,
696110,24.99,728,Indie,Mostly Negative,
829630,8.99,728,Indie,Mixed,
288630,6.99,728,Indie,Mixed,
938240,6.99,728,Indie,Positive,
579130,3.99,728,Hobbyist,Mixed,
526890,4.99,728,Indie,Positive,
1699960,4.99,728,Hobbyist,Positive,
505660,1.99,728,Hobbyist,Positive,
1744140,2.99,728,Hobbyist,Positive,
281560,4.99,728,Indie,Mixed,
1505380,0.99,728,Hobbyist,Positive,
2368650,0.99,728,Hobbyist,Mixed,
2788340,0.0,728,Hobbyist,Mostly Positive,
2435450,14.99,727,Hobbyist,Positive,
3035910,5.99,727,Indie,Mostly Negative,
506090,6.99,727,Hobbyist,Mostly Positive,
2509550,4.99,727,Indie,Positive,
2261070,2.99,727,Hobbyist,Mixed,
2791700,4.99,727,Indie,Positive,
681000,14.99,727,Hobbyist,Mostly Positive,
2286510,1.99,727,Hobbyist,Mixed,
2880310,1.99,727,Hobbyist,Mostly Positive,
2311140,0.0,727,Hobbyist,Positive,
2703910,0.0,727,Hobbyist,Positive,
299380,14.99,726,Indie,Mostly Negative,
467710,14.99,726,Indie,Positive,
1080040,18.99,726,Hobbyist,Positive,
757730,5.99,726,Hobbyist,Positive,
2121490,7.99,726,Hobbyist,Positive,
495760,9.99,726,Hobbyist,Positive,
486230,4.99,726,Hobbyist,Mostly Positive,
2384280,2.99,726,Indie,Positive,
431370,2.99,726,Hobbyist,Mostly Positive,
903160,0.99,726,Hobbyist,Mixed,
584760,1.99,726,Indie,Mixed,
2635070,9.99,726,Indie,Positive,
1145120,2.99,726,Hobbyist,Positive,
1578570,0.99,726,Indie,Positive,
2715980,0.99,726,Indie,Positive,
2581610,0.0,726,Indie,Positive,
1116470,19.99,725,Indie,Mixed,
2173670,9.99,725,Indie,Positive,
1182970,9.99,725,Hobbyist,Mostly Negative,
494980,9.99,725,AA,Mixed,
688350,9.99,725,Hobbyist,Mostly Negative,
2213660,9.99,725,Indie,Mixed,
1001240,19.99,725,Indie,Mixed,
1199140,11.99,725,Indie,Positive,
517140,4.99,725,Indie,Mixed,
1162430,14.99,725,Indie,Positive,
1065460,9.99,725,Indie,Positive,
876880,7.99,725,Indie,Mixed,
1413590,5.99,725,Indie,Positive,
618200,0.99,725,Hobbyist,Mixed,
663290,2.99,725,Hobbyist,Mixed,
2168880,4.99,725,Hobbyist,Positive,
513250,0.99,725,Hobbyist,Positive,
580950,3.99,725,Hobbyist,Mixed,
2149480,2.99,725,Indie,Positive,
1760090,2.99,725,Hobbyist,Positive,
1400620,2.99,725,Hobbyist,Positive,
1969740,2.99,725,Hobbyist,Mostly Negative,
1590080,4.99,725,Hobbyist,Positive,
469900,0.99,725,Hobbyist,Mixed,
1542850,0.99,725,Indie,Positive,
2583930,1.99,725,Hobbyist,Positive,
2173880,1.99,725,Indie,Positive,
664420,1.99,725,Hobbyist,Mixed,
1628940,0.99,725,Indie,Mixed,
1483940,1.99,725,Hobbyist,Positive,
3426300,0.99,725,Hobbyist,Mostly Positive,
2158130,0.99,725,Hobbyist,Positive,
2142170,0.99,725,Hobbyist,Positive,
661300,1.99,725,Indie,Mixed,
2170960,0.0,725,Hobbyist,Mixed,
1332460,0.0,725,Hobbyist,Mixed,
1926260,0.0,725,Hobbyist,Mostly Negative,
1846370,0.0,725,Hobbyist,Mixed,
1604610,0.0,725,Hobbyist,Mixed,
1550950,0.0,725,Hobbyist,Mixed,
1675510,0.0,725,Hobbyist,Mostly Negative,
1576950,0.0,725,Hobbyist,Mixed,
1563710,0.0,725,Hobbyist,Mixed,
1429890,0.0,725,Hobbyist,Mixed,
1427150,0.0,725,Hobbyist,Mostly Negative,
1412370,0.0,725,Hobbyist,Mixed,
1310080,0.0,725,Hobbyist,Mixed,
1124850,0.0,725,Hobbyist,Mixed,
923030,0.0,725,Hobbyist,Mixed,
2200400,0.0,725,Hobbyist,Positive,
2998430,19.99,724,Indie,Mostly Positive,
675910,9.99,724,Hobbyist,Positive,
3203040,7.99,724,Hobbyist,Mixed,
2185180,6.99,724,Hobbyist,Positive,
2807600,2.99,724,Indie,Positive,
2713750,1.99,724,Hobbyist,Positive,
3330220,0.0,724,Hobbyist,Mostly Positive,
2440710,0.0,724,Hobbyist,Mixed,
3573020,0.0,724,Hobbyist,Positive,
2416790,14.99,723,Hobbyist,Mostly Positive,
793620,7.99,723,Hobbyist,Mostly Positive,
2754140,6.99,723,Hobbyist,Mostly Negative,
2699340,5.99,723,Hobbyist,Positive,
2431410,1.99,723,Hobbyist,Positive,
3013980,5.99,723,Hobbyist,Mixed,
1278200,18.99,722,Indie,Mixed,
1271620,29.99,722,Indie,Mixed,
410740,14.99,722,Indie,Mixed,
598840,14.99,722,Indie,Mixed,
1243360,10.99,722,Hobbyist,Mostly Positive,
2206870,9.99,722,Hobbyist,Positive,
2475400,12.99,722,Hobbyist,Mixed,
897700,4.99,722,Indie,Mostly Positive,
2207120,4.99,722,Indie,Mostly Positive,
2477170,5.99,722,Hobbyist,Positive,
1102370,4.99,722,Hobbyist,Mostly Positive,
933160,7.99,722,Indie,Positive,
539980,4.99,722,Indie,Positive,
1447090,0.99,722,Indie,Mostly Positive,
1142410,4.99,722,Indie,Mostly Positive,
1575430,3.99,722,Hobbyist,Mostly Positive,
3116810,2.99,722,Indie,Positive,
672250,2.99,722,Hobbyist,Mostly Positive,
587070,4.99,722,Hobbyist,Mixed,
1078870,0.99,722,Hobbyist,Mixed,
1792520,1.99,722,Hobbyist,Mixed,
1806940,1.99,722,Hobbyist,Mostly Positive,
1439030,4.99,722,Indie,Mostly Positive,
2095330,1.99,722,Hobbyist,Mostly Positive,
673220,1.99,722,Hobbyist,Mixed,
1655090,0.99,722,Hobbyist,Mostly Positive,
1831480,4.99,721,Hobbyist,Mostly Positive,
1747450,3.99,721,Indie,Positive,
1968190,2.99,721,Indie,Mixed,
1295030,0.0,721,Hobbyist,Mostly Positive,
800700,0.0,721,Hobbyist,Positive,
2557520,0.0,721,Hobbyist,Positive,
2560590,0.0,721,Hobbyist,Positive,
2119640,0.0,721,Hobbyist,Mostly Negative,
1588140,199.99,720,Indie,Mixed,
1076020,24.99,720,Indie,Mixed,
660730,18.99,720,Indie,Mixed,
1062200,19.99,720,Indie,Mostly Negative,
1882820,12.99,720,Indie,Positive,
2073570,19.99,720,Indie,Mixed,
517280,13.99,720,Hobbyist,Mixed,
1426900,19.99,720,Indie,Mostly Positive,
788640,9.99,720,Hobbyist,Mixed,
1176890,2.99,720,Hobbyist,Positive,
1691290,10.99,720,Indie,Mixed,
1063050,14.99,720,Indie,Mostly Positive,
1275450,8.99,720,Hobbyist,Mostly Negative,
2292710,9.99,720,Hobbyist,Positive,
1898430,13.99,720,Hobbyist,Mostly Negative,
566750,9.99,720,Hobbyist,Positive,
1412070,12.99,720,Indie,Mixed,
424320,9.99,720,Hobbyist,Positive,
872040,9.99,720,Indie,Mostly Positive,
462070,9.99,720,Indie,Mixed,
854690,5.99,720,Indie,Mixed,
769080,5.99,720,Hobbyist,Mixed,
1454080,9.99,720,Hobbyist,Positive,
1527780,10.99,720,Indie,Positive,
400130,2.99,720,Hobbyist,Mixed,
613410,4.99,720,Hobbyist,Mostly Negative,
1084710,9.99,720,Indie,Positive,
371880,2.99,720,Hobbyist,Mostly Positive,
665310,9.99,720,Indie,Mostly Positive,
1116290,4.99,720,Indie,Positive,
848960,9.99,720,Indie,Mixed,
1140110,9.99,720,Hobbyist,Mixed,
1121650,1.99,720,Hobbyist,Positive,
1867100,3.99,720,Indie,Mostly Negative,
986370,0.99,720,Hobbyist,Mostly Positive,
473780,6.99,720,Hobbyist,Positive,
1214200,4.99,720,Indie,Positive,
2666270,3.99,720,Indie,Mixed,
1706940,4.99,720,Hobbyist,Positive,
516440,7.99,720,Indie,Mixed,
960220,2.99,720,Hobbyist,Positive,
931830,0.99,720,Hobbyist,Mixed,
1442480,2.99,720,Indie,Mixed,
1912970,4.99,720,Hobbyist,Mixed,
1042080,0.99,720,Indie,Mixed,
568670,2.99,720,Indie,Positive,
535190,1.99,720,Indie,Positive,
788320,1.99,720,Indie,Mostly Positive,
1548930,0.99,720,Indie,Positive,
1444860,0.99,720,Hobbyist,Mixed,
2726180,0.99,720,Hobbyist,Positive,
970150,0.99,720,Indie,Mixed,
1661580,5.99,720,Hobbyist,Mixed,
834380,4.99,720,Hobbyist,Positive,
1287310,1.99,720,Hobbyist,Positive,
1023060,1.99,720,Indie,Mixed,
1654700,0.99,720,Indie,Mixed,
970980,0.0,720,Hobbyist,Positive,
935110,0.0,720,Hobbyist,Mixed,
724520,0.0,720,Hobbyist,Mixed,
642600,9.99,719,Indie,Positive,
1569970,6.99,719,Indie,Positive,
912650,12.99,719,Indie,Mixed,
2681260,3.49,719,Hobbyist,Positive,
2976160,1.99,719,Hobbyist,Positive,
2751820,1.99,719,Hobbyist,Positive,
510110,3.99,719,Indie,Mixed,
2230210,0.99,719,Indie,Positive,
1871970,0.0,719,Hobbyist,Mostly Positive,
2527140,0.0,719,Hobbyist,Positive,
2648370,0.0,719,Hobbyist,Mostly Positive,
2997890,0.0,719,Indie,Positive,
3041890,0.0,719,Hobbyist,Positive,
3189110,0.0,719,Hobbyist,Positive,
2882930,9.99,718,Hobbyist,Positive,
3132770,9.99,718,Hobbyist,Positive,
2160240,4.99,718,Hobbyist,Positive,
3247250,2.99,718,Hobbyist,Positive,
3032660,39.99,718,Indie,Positive,
2349850,0.0,718,Hobbyist,Positive,
2486400,0.0,718,Hobbyist,Mostly Positive,
2505160,0.0,718,Hobbyist,Mixed,
499140,9.99,717,Indie,Positive,
544220,4.2,717,Hobbyist,Mostly Negative,
2063950,4.99,717,Indie,Positive,
3306950,0.0,717,Hobbyist,Mostly Negative,
2674240,0.0,717,Hobbyist,Mostly Positive,
3373400,0.0,717,Hobbyist,Positive,
2201150,13.99,716,Hobbyist,Positive,
1339870,8.99,716,Indie,Mixed,
2454060,1.99,716,Indie,Positive,
1232830,0.0,716,Hobbyist,Positive,
878140,0.0,716,Hobbyist,Positive,
2324370,11.99,715,Indie,Positive,
1703020,11.99,715,Hobbyist,Positive,
335560,9.99,715,Hobbyist,Positive,
2773230,7.99,715,Hobbyist,Positive,
2277740,0.0,715,Hobbyist,Positive,
1092610,0.0,715,Hobbyist,Mixed,
2313570,14.99,714,Indie,Positive,
2559870,8.99,714,Indie,Mixed,
1173730,9.99,714,Hobbyist,Mostly Positive,
364060,4.99,714,Indie,Mostly Positive,
3317780,5.99,714,Hobbyist,Mixed,
1475160,9.99,714,Indie,Mixed,
430230,4.99,714,Indie,Mostly Positive,
622620,6.99,714,Indie,Mostly Positive,
