steamId,price,copiesSold,publisherClass,reviewScore,aiContent
730,0.0,302158048,AAA,Very Positive,
570,0.0,212896574,AAA,Very Positive,
578080,0.0,161971233,AAA,Mixed,
440,0.0,99060457,AAA,Very Positive,
1172470,0.0,67554185,AAA,Mixed,
550,9.99,63975495,AAA,Overwhelmingly Positive,
304930,0.0,59633334,Indie,Very Positive,
1782210,0.0,54807548,Hobbyist,Very Positive,
230410,0.0,52803785,AAA,Very Positive,
218620,9.99,37690350,AA,Very Positive,
105600,9.99,37324726,AA,Overwhelmingly Positive,
1085660,0.0,37259315,AAA,Very Positive,
4000,9.99,36028369,AAA,Overwhelmingly Positive,
236390,0.0,34849734,AA,Mostly Positive,
291550,0.0,33194999,AAA,Very Positive,
346110,14.99,32902264,AAA,Very Positive,
322330,14.99,32632421,AA,Overwhelmingly Positive,
359550,19.99,32262292,AAA,Very Positive,
242760,19.99,31035621,AA,Overwhelmingly Positive,
945360,4.99,30419877,AA,Very Positive,
714010,0.0,27879772,Indie,Very Positive,
252490,39.99,27838451,AA,Very Positive,
2923300,0.0,27835400,Indie,Very Positive,
292030,39.99,27598430,AAA,Overwhelmingly Positive,
438100,0.0,27420682,AA,Mostly Positive,
413150,14.99,26946359,AA,Overwhelmingly Positive,
227300,19.99,26244421,AA,Overwhelmingly Positive,
444090,0.0,25137517,AA,Very Positive,
620,9.99,24622692,AAA,Overwhelmingly Positive,
289070,59.99,23290714,AAA,Very Positive,
477160,19.99,22613462,AA,Overwhelmingly Positive,
1222670,0.0,22479749,AAA,Very Positive,
2767030,0.0,22004947,AA,Very Positive,
238960,0.0,21782608,AA,Very Positive,
1203220,0.0,21456435,AA,Mostly Positive,
381210,19.99,19927102,AA,Mostly Positive,
433850,0.0,19843562,Indie,Mixed,
1091500,59.99,19600081,AAA,Very Positive,
239140,29.99,19390027,AA,Overwhelmingly Positive,
1174180,59.99,19044603,AAA,Very Positive,
489830,39.99,18009508,AAA,Very Positive,
1245620,59.99,18004900,AAA,Very Positive,
648800,19.99,17854078,AA,Very Positive,
255710,29.99,17781104,AAA,Very Positive,
251570,44.99,17414902,AA,Very Positive,
582010,29.99,17353610,AAA,Very Positive,
1623730,29.99,17170874,AA,Very Positive,
1966720,9.99,16810860,AA,Overwhelmingly Positive,
892970,19.99,16649244,AAA,Very Positive,
377160,19.99,16542022,AAA,Very Positive,
49520,19.99,16139604,AAA,Overwhelmingly Positive,
1238810,49.99,16067802,AAA,Mostly Positive,
108600,19.99,15997950,AA,Very Positive,
240,9.99,15468468,AAA,Overwhelmingly Positive,
400,9.99,14993412,AAA,Overwhelmingly Positive,
386360,0.0,14922472,AA,Mostly Positive,
107410,29.99,14770364,AAA,Very Positive,
2358720,59.99,14758748,AAA,Overwhelmingly Positive,
552990,0.0,14604243,AA,Mostly Positive,
10,9.99,14498409,AAA,Overwhelmingly Positive,
1086940,59.99,14240914,AAA,Overwhelmingly Positive,
700330,0.0,13743407,Hobbyist,Very Positive,
291480,0.0,13690068,AA,Mixed,
1426210,39.99,13627055,AAA,Overwhelmingly Positive,
8930,29.99,13612378,AAA,Overwhelmingly Positive,
466240,0.0,13358568,Indie,Mostly Positive,
1677740,0.0,13299382,Indie,Very Positive,
203160,14.99,13209365,AA,Overwhelmingly Positive,
2357570,0.0,13080990,AA,Mostly Negative,
444200,0.0,13024307,AA,Mostly Positive,
220,9.99,12964588,AAA,Overwhelmingly Positive,
1237970,29.99,12540342,AAA,Overwhelmingly Positive,
1240440,0.0,12300455,AAA,Mostly Positive,
1172620,39.99,12169187,AAA,Very Positive,
221100,49.99,12031432,AAA,Mostly Positive,
550650,0.0,11984477,Indie,Mostly Positive,
548430,29.99,11732908,AAA,Overwhelmingly Positive,
304050,0.0,11575920,AA,Very Positive,
204360,14.99,11352741,AA,Overwhelmingly Positive,
553850,39.99,11231839,AAA,Mostly Positive,
1238840,39.99,11156371,AAA,Very Positive,
222880,14.99,11019016,Indie,Very Positive,
632360,24.99,10615890,AA,Very Positive,
1818750,0.0,10389290,AAA,Mostly Positive,
374320,59.99,10346571,AAA,Very Positive,
3590,4.99,10322795,Indie,Overwhelmingly Positive,
367520,14.99,10319496,AA,Overwhelmingly Positive,
823130,0.0,10255349,AA,Very Positive,
397900,0.0,10218668,Indie,Mixed,
275850,59.99,10134392,AA,Very Positive,
244210,19.99,10107043,AA,Very Positive,
588430,0.0,10001371,AAA,Very Positive,
1145360,24.99,9968565,AA,Overwhelmingly Positive,
218230,0.0,9922399,Indie,Very Positive,
1794680,4.99,9891973,Indie,Overwhelmingly Positive,
380600,0.0,9873931,Indie,Very Positive,
990080,59.99,9838907,AAA,Very Positive,
1625450,0.0,9790538,Hobbyist,Very Positive,
960090,13.99,9789666,AA,Overwhelmingly Positive,
674940,4.99,9452073,AA,Very Positive,
304390,29.99,9444612,AAA,Mostly Positive,
2139460,0.0,9443018,AA,Mostly Positive,
518790,19.99,9371340,AA,Very Positive,
814380,59.99,9328006,AA,Overwhelmingly Positive,
728880,24.99,9258076,AA,Very Positive,
1449850,0.0,9238333,AAA,Mostly Positive,
379720,19.99,9221530,AAA,Overwhelmingly Positive,
306130,19.99,9207278,AAA,Very Positive,
224260,0.0,9087511,Hobbyist,Very Positive,
264710,29.99,9082293,AA,Overwhelmingly Positive,
394360,49.99,9000776,AAA,Very Positive,
2709570,0.0,8986236,Indie,Overwhelmingly Positive,
219740,9.99,8947864,AA,Overwhelmingly Positive,
1517290,59.99,8828089,AAA,Mixed,
386180,0.0,8804056,AA,Mostly Positive,
22380,9.99,8798716,AAA,Overwhelmingly Positive,
203770,0.0,8696200,AAA,Very Positive,
774171,2.99,8686719,Indie,Very Positive,
677620,0.0,8639922,Indie,Very Positive,
397540,59.99,8617223,AAA,Very Positive,
322170,4.99,8572440,Indie,Very Positive,
976730,39.99,8557480,AAA,Very Positive,
698780,0.0,8459670,Indie,Overwhelmingly Positive,
391540,9.99,8305071,Indie,Overwhelmingly Positive,
250900,14.99,8288052,AA,Overwhelmingly Positive,
646570,24.99,8279072,AA,Overwhelmingly Positive,
284160,24.99,8177269,AA,Overwhelmingly Positive,
12210,19.99,8156462,AAA,Very Positive,
286160,19.99,8138926,AA,Overwhelmingly Positive,
552520,59.99,8047281,AAA,Very Positive,
225540,19.99,7933828,AA,Very Positive,
281990,39.99,7926511,AAA,Very Positive,
435150,44.99,7920365,AAA,Overwhelmingly Positive,
391220,29.99,7917046,AA,Very Positive,
1222680,69.99,7878040,AAA,Very Positive,
766570,0.0,7844068,Indie,Mixed,
221380,19.99,7826063,AAA,Overwhelmingly Positive,
1144200,49.99,7810769,AA,Very Positive,
219640,24.99,7750325,AA,Very Positive,
363970,0.0,7745705,Indie,Very Positive,
232090,29.99,7612358,AA,Very Positive,
2507950,0.0,7603458,Indie,Mixed,
813780,34.99,7563487,AAA,Overwhelmingly Positive,
319630,0.0,7438319,AA,Overwhelmingly Positive,
1063730,59.99,7387543,AAA,Mixed,
311210,59.99,7333344,AAA,Very Positive,
8870,29.99,7331858,AAA,Very Positive,
594650,29.99,7265730,AA,Mostly Positive,
2567870,4.99,7174726,Indie,Very Positive,
262060,24.99,7171200,AA,Very Positive,
223710,0.0,7072941,Hobbyist,Very Positive,
1250,19.99,7057752,AA,Overwhelmingly Positive,
457140,24.99,6989030,AA,Overwhelmingly Positive,
20900,9.99,6934848,AAA,Very Positive,
238320,19.99,6933161,AA,Overwhelmingly Positive,
760160,0.0,6914482,Indie,Mostly Positive,
270880,19.99,6894756,AA,Overwhelmingly Positive,
1977530,0.0,6829505,Indie,Very Positive,
282070,19.99,6812499,AA,Overwhelmingly Positive,
333930,0.0,6796555,Hobbyist,Very Positive,
268910,19.99,6786205,AA,Overwhelmingly Positive,
55230,9.99,6772138,AAA,Overwhelmingly Positive,
526870,39.99,6760727,AAA,Overwhelmingly Positive,
630,0.0,6717569,AAA,Overwhelmingly Positive,
253710,0.0,6694582,Indie,Mixed,
393380,49.99,6683341,AA,Very Positive,
1551360,59.99,6679453,AAA,Very Positive,
238460,14.99,6678695,AA,Overwhelmingly Positive,
504370,0.0,6674730,AA,Very Positive,
812140,59.99,6667266,AAA,Very Positive,
976310,49.99,6666463,AAA,Very Positive,
601510,0.0,6662732,AAA,Very Positive,
261550,49.99,6613365,AA,Very Positive,
206420,19.99,6572840,AAA,Very Positive,
1274570,9.99,6564427,Indie,Very Positive,
241930,19.99,6511308,AA,Very Positive,
588650,24.99,6509445,AA,Overwhelmingly Positive,
323190,29.99,6465438,AA,Very Positive,
1665460,0.0,6441441,AAA,Mixed,
884660,0.0,6387886,AA,Mostly Positive,
815370,27.99,6366202,AA,Very Positive,
1721470,0.0,6352960,Indie,Very Positive,
220240,19.99,6296783,AAA,Very Positive,
8190,14.99,6275812,AA,Very Positive,
294100,34.99,6263906,AA,Overwhelmingly Positive,
431240,14.99,6239344,AA,Very Positive,
379430,29.99,6231240,AA,Very Positive,
109600,0.0,6152528,AA,Mostly Positive,
601150,29.99,6146263,AAA,Overwhelmingly Positive,
211820,14.99,6131018,AA,Very Positive,
231430,19.99,6118721,AA,Mostly Positive,
346900,0.0,6086223,Indie,Very Positive,
113200,4.99,6062403,Indie,Overwhelmingly Positive,
312660,59.99,6059649,AA,Very Positive,
1172380,39.99,6023648,AAA,Very Positive,
1468810,19.99,5998842,AA,Mixed,
883710,39.99,5944053,AAA,Overwhelmingly Positive,
427520,35.0,5908146,AA,Overwhelmingly Positive,
1446780,39.99,5879361,AAA,Very Positive,
433340,19.99,5833107,AA,Overwhelmingly Positive,
513710,39.99,5816868,AA,Mostly Positive,
286690,19.99,5814545,AAA,Very Positive,
782330,39.99,5752468,AAA,Very Positive,
208650,19.99,5752174,AA,Very Positive,
613100,24.99,5740961,AA,Very Positive,
582500,0.0,5716170,Indie,Very Positive,
2835570,2.99,5703065,Indie,Overwhelmingly Positive,
244850,19.99,5698096,AA,Very Positive,
1049590,0.0,5651191,AA,Very Positive,
1289310,0.0,5648880,Indie,Overwhelmingly Positive,
2074920,0.0,5614649,AA,Mixed,
1151640,0.0,5573379,AAA,Very Positive,
1623660,0.0,5557775,Indie,Mixed,
233450,29.99,5553625,AAA,Very Positive,
2246340,69.99,5466650,AAA,Mixed,
493340,44.99,5463282,AA,Very Positive,
471710,0.0,5420944,Indie,Very Positive,
1222140,39.99,5396323,AA,Overwhelmingly Positive,
1286830,0.0,5393724,AAA,Very Positive,
1057090,29.99,5382679,AAA,Overwhelmingly Positive,
489520,0.0,5338326,Indie,Very Positive,
205100,9.99,5330789,AAA,Overwhelmingly Positive,
236850,49.99,5271304,AAA,Very Positive,
2551020,0.0,5254588,Indie,Very Positive,
361420,29.99,5242825,AA,Very Positive,
268500,59.99,5237357,AAA,Very Positive,
1943950,9.99,5235276,Indie,Very Positive,
220200,39.99,5218643,AA,Overwhelmingly Positive,
273110,0.0,5185808,AA,Mixed,
349040,19.99,5176322,AA,Very Positive,
246620,14.99,5161190,Indie,Overwhelmingly Positive,
1604030,34.99,5158161,AA,Very Positive,
671860,14.99,5141354,AA,Very Positive,
563560,0.0,5140599,Hobbyist,Overwhelmingly Positive,
223470,9.99,5138891,Indie,Overwhelmingly Positive,
211500,0.0,5126001,Indie,Mostly Positive,
239030,9.99,5097005,Indie,Overwhelmingly Positive,
555570,0.0,5080999,Indie,Mixed,
412020,29.99,5075362,AAA,Very Positive,
265930,9.99,5042491,AAA,Very Positive,
1868140,19.99,5024004,AA,Overwhelmingly Positive,
1260320,19.99,5015532,AA,Mostly Positive,
223750,0.0,5014867,AA,Very Positive,
113400,0.0,5000187,Indie,Mixed,
632470,39.99,4983860,AA,Very Positive,
17390,19.99,4966302,AAA,Very Positive,
305620,19.99,4961347,AA,Very Positive,
11020,0.0,4949092,AAA,Very Positive,
460930,49.99,4910658,AAA,Very Positive,
611500,0.0,4896897,AAA,Mostly Positive,
200210,0.0,4857531,Indie,Very Positive,
219990,24.99,4850576,AA,Very Positive,
1151340,39.99,4839333,AAA,Mostly Positive,
447040,49.99,4838775,AAA,Very Positive,
203140,19.99,4829776,Indie,Very Positive,
10180,19.99,4799768,AAA,Very Positive,
1483870,2.99,4769251,Indie,Very Positive,
670290,0.0,4759113,Indie,Mostly Positive,
470220,9.99,4759044,AA,Mostly Positive,
219150,9.99,4757579,AA,Overwhelmingly Positive,
2881650,7.99,4739671,AA,Overwhelmingly Positive,
703080,44.99,4725216,AA,Very Positive,
1928420,0.0,4714772,Indie,Mostly Positive,
2379780,14.99,4703593,AA,Overwhelmingly Positive,
508440,19.99,4682980,AA,Overwhelmingly Positive,
200710,19.99,4679440,AA,Very Positive,
1217060,19.99,4665945,AA,Very Positive,
582160,59.99,4665316,AAA,Very Positive,
933110,0.0,4597161,AAA,Very Positive,
24240,14.99,4596601,Indie,Very Positive,
1222700,29.99,4575982,AAA,Very Positive,
1241100,0.0,4574548,Indie,Mostly Positive,
285900,19.99,4572845,Indie,Very Positive,
1158310,49.99,4537314,AAA,Very Positive,
646910,29.99,4507874,AAA,Mostly Positive,
440900,39.99,4507196,AA,Mostly Positive,
335240,0.0,4481139,Indie,Very Positive,
750920,0.0,4456460,AA,Very Positive,
594570,59.99,4433432,AAA,Very Positive,
1180380,0.0,4428136,Indie,Mixed,
287700,19.99,4418329,AAA,Very Positive,
744900,0.0,4403434,Indie,Mostly Positive,
311690,14.99,4399783,AA,Overwhelmingly Positive,
6060,9.99,4376116,AA,Overwhelmingly Positive,
524220,39.99,4340199,AA,Very Positive,
843380,0.0,4337591,Indie,Very Positive,
265630,0.0,4333088,Hobbyist,Very Positive,
1407200,0.0,4324424,AA,Very Positive,
1593500,49.99,4324152,AAA,Overwhelmingly Positive,
365590,29.99,4298259,AAA,Mostly Positive,
225840,0.0,4295387,Hobbyist,Very Positive,
552500,29.99,4281706,AA,Very Positive,
962130,39.99,4269730,AAA,Very Positive,
581320,29.99,4243454,AAA,Very Positive,
287390,19.99,4232041,AAA,Very Positive,
418370,19.99,4227749,AAA,Overwhelmingly Positive,
967050,4.99,4218440,Indie,Very Positive,
444640,0.0,4207168,AA,Very Positive,
2429640,0.0,4188559,AAA,Mixed,
240720,7.99,4186762,Indie,Very Positive,
1987080,6.99,4178836,Indie,Very Positive,
236110,0.0,4162731,Indie,Mostly Positive,
17410,19.99,4145283,AAA,Very Positive,
359320,19.99,4071824,AA,Mostly Positive,
403640,29.99,4045857,AAA,Very Positive,
686810,49.99,4040772,AA,Very Positive,
207610,14.99,4009789,AA,Overwhelmingly Positive,
389730,39.99,4003781,AA,Very Positive,
1408720,0.0,3987892,Indie,Mostly Positive,
213670,29.99,3981696,AAA,Overwhelmingly Positive,
207140,14.99,3961977,AA,Very Positive,
289650,29.99,3955027,AAA,Mostly Positive,
977950,5.99,3934779,Indie,Very Positive,
1818450,0.0,3932168,Indie,Mostly Positive,
200510,29.99,3926033,AAA,Very Positive,
307690,19.99,3908883,AA,Very Positive,
99900,0.0,3890792,Indie,Very Positive,
1961460,0.0,3878581,Indie,Mostly Positive,
881100,19.99,3876069,Indie,Overwhelmingly Positive,
335300,39.99,3874625,AAA,Very Positive,
35450,19.99,3873428,AA,Very Positive,
2050650,39.99,3863295,AAA,Overwhelmingly Positive,
1118200,9.99,3833653,Indie,Overwhelmingly Positive,
2943650,0.0,3833199,Indie,Mostly Positive,
779340,59.99,3819357,AAA,Very Positive,
582660,9.99,3816246,Indie,Mostly Positive,
1313140,24.99,3812421,AA,Overwhelmingly Positive,
22370,19.99,3805238,AAA,Very Positive,
1832640,1.99,3802299,Indie,Mostly Negative,
1509960,4.99,3798076,Indie,Very Positive,
234140,19.99,3784203,AAA,Very Positive,
1714040,0.0,3783780,Indie,Very Positive,
1332010,29.99,3734993,AA,Overwhelmingly Positive,
42910,9.99,3733051,AAA,Very Positive,
362890,19.99,3725466,Indie,Overwhelmingly Positive,
1203620,29.99,3719774,AA,Very Positive,
209000,19.99,3713543,AA,Very Positive,
307780,19.99,3704218,AAA,Very Positive,
835570,0.0,3697234,Hobbyist,Mixed,
495420,29.99,3689463,AAA,Very Positive,
571740,8.99,3670166,Indie,Very Positive,
466560,29.99,3670032,AA,Very Positive,
602960,34.99,3660952,AA,Very Positive,
424840,19.99,3652200,AA,Overwhelmingly Positive,
298110,29.99,3639300,AAA,Very Positive,
738060,0.0,3634896,Indie,Very Positive,
1092790,19.99,3610837,AA,Overwhelmingly Positive,
262410,0.0,3608329,Indie,Very Positive,
2281730,0.0,3607744,Indie,Very Positive,
214950,59.99,3589152,AAA,Very Positive,
274190,14.99,3584856,AA,Overwhelmingly Positive,
1196590,39.99,3579979,AAA,Overwhelmingly Positive,
233860,29.99,3562677,AA,Overwhelmingly Positive,
409710,19.99,3546341,AAA,Very Positive,
570940,39.99,3538536,AAA,Very Positive,
387990,19.99,3534039,AA,Very Positive,
527230,19.99,3532948,AA,Very Positive,
1343400,0.0,3528745,AA,Very Positive,
50130,29.99,3518461,AAA,Very Positive,
221040,19.99,3515922,AA,Mostly Positive,
627690,0.0,3511481,Indie,Mostly Positive,
1030840,39.99,3500089,AAA,Very Positive,
1962663,0.0,3459712,AAA,Mostly Negative,
1590320,0.0,3419874,Indie,Mostly Positive,
248570,0.0,3416766,AA,Very Positive,
70,9.99,3415506,AAA,Overwhelmingly Positive,
2183900,59.99,3401235,AAA,Very Positive,
21690,19.99,3389523,AA,Very Positive,
1621690,19.99,3387043,AA,Very Positive,
1238860,39.99,3384532,AAA,Very Positive,
674020,0.0,3384297,Indie,Mixed,
312990,0.0,3380110,AA,Overwhelmingly Positive,
387290,19.99,3377602,AAA,Overwhelmingly Positive,
1466860,39.99,3363431,AAA,Very Positive,
1142710,59.99,3362525,AAA,Mostly Positive,
33230,19.99,3361361,AAA,Very Positive,
1248130,29.99,3357772,AA,Very Positive,
844870,0.0,3271899,Indie,Mixed,
302830,0.0,3242777,Indie,Mixed,
1259420,39.99,3241287,AAA,Very Positive,
2995920,0.0,3234902,AAA,Overwhelmingly Positive,
201810,19.99,3230453,AAA,Very Positive,
259080,0.0,3217046,AA,Very Positive,
453480,0.0,3212246,AA,Mostly Positive,
1366540,19.99,3205243,AA,Overwhelmingly Positive,
690790,19.99,3202543,Indie,Very Positive,
1301720,0.0,3199093,Hobbyist,Very Positive,
621060,19.99,3181794,Indie,Very Positive,
2977660,0.0,3175419,Indie,Mostly Positive,
202970,59.99,3170306,AAA,Very Positive,
269210,7.99,3155953,Indie,Mixed,
107100,14.99,3151016,AA,Overwhelmingly Positive,
1276390,0.0,3148055,AA,Very Positive,
212500,0.0,3143409,Indie,Very Positive,
544920,0.0,3137649,Indie,Very Positive,
848450,29.99,3136566,AA,Very Positive,
705210,0.0,3132783,Hobbyist,Very Positive,
4500,19.99,3127745,AA,Overwhelmingly Positive,
493520,39.99,3093572,AA,Very Positive,
367500,29.99,3081968,AA,Very Positive,
1258080,0.0,3076518,Indie,Mostly Positive,
1506830,0.0,3063427,AAA,Very Positive,
104900,0.99,3063226,Indie,Mostly Positive,
221910,14.99,3062314,Indie,Very Positive,
3164500,19.99,3061248,AA,Overwhelmingly Positive,
736190,9.99,3057029,Indie,Very Positive,
364360,59.99,3053068,AAA,Mostly Positive,
872200,0.0,3052548,AA,Mostly Positive,
204100,19.99,3028217,AAA,Very Positive,
10090,19.99,3022379,AAA,Very Positive,
238090,29.99,3021329,AA,Very Positive,
2195250,69.99,3015498,AAA,Mixed,
254700,19.99,2992327,AA,Very Positive,
952060,39.99,2987473,AAA,Very Positive,
299360,0.0,2975862,Indie,Mostly Positive,
261570,0.0,2971828,AAA,Very Positive,
1949740,0.0,2967967,Hobbyist,Very Positive,
1476970,0.0,2956114,Indie,Very Positive,
1363080,39.99,2947909,AA,Very Positive,
1716740,69.99,2943147,AAA,Mixed,
204300,0.0,2935658,Indie,Very Positive,
2670630,12.99,2935073,Indie,Very Positive,
261640,39.99,2934424,AAA,Very Positive,
47890,19.99,2933779,AAA,Very Positive,
1687950,59.99,2929577,AAA,Overwhelmingly Positive,
373420,39.99,2927905,AAA,Very Positive,
368230,0.0,2919876,AA,Very Positive,
783770,0.0,2917612,Indie,Mostly Positive,
32370,9.99,2915386,AA,Very Positive,
546560,59.99,2887264,AAA,Overwhelmingly Positive,
427730,6.99,2878202,Indie,Very Positive,
648350,44.99,2877542,AA,Very Positive,
678950,59.99,2873258,AAA,Very Positive,
1254120,0.0,2872283,Indie,Mixed,
620980,29.99,2869099,AA,Overwhelmingly Positive,
310950,19.99,2854312,AAA,Mixed,
216150,0.0,2854049,AA,Mixed,
1797880,0.0,2848430,AA,Mixed,
108710,14.99,2844996,AA,Very Positive,
645630,19.99,2821644,AA,Very Positive,
331470,0.0,2819888,Indie,Overwhelmingly Positive,
544730,0.0,2805744,Indie,Mixed,
214490,39.99,2790326,AAA,Very Positive,
2322560,9.99,2788709,Indie,Very Positive,
1139900,29.99,2786703,AA,Very Positive,
326460,9.99,2783932,Indie,Very Positive,
638970,19.99,2776963,AAA,Overwhelmingly Positive,
617290,39.99,2760963,AA,Very Positive,
242050,39.99,2760086,Hobbyist,Very Positive,
1167630,29.99,2743350,AA,Overwhelmingly Positive,
41070,29.99,2738427,AA,Very Positive,
355180,0.0,2730986,Hobbyist,Very Positive,
774361,24.99,2711600,AA,Very Positive,
532210,0.0,2708101,AA,Very Positive,
339610,0.0,2703169,Indie,Mostly Positive,
324800,29.99,2684301,AA,Very Positive,
274170,14.99,2675595,AA,Very Positive,
50620,0.0,2672266,AA,Very Positive,
1088150,0.0,2669869,Hobbyist,Very Positive,
1454400,4.99,2664073,Indie,Overwhelmingly Positive,
235460,29.99,2660924,AAA,Overwhelmingly Positive,
1869590,0.0,2653137,Indie,Very Positive,
678960,59.99,2639617,AAA,Very Positive,
635260,14.99,2633442,Indie,Overwhelmingly Positive,
407530,0.0,2629296,AAA,Mixed,
450390,0.0,2626069,AAA,Overwhelmingly Positive,
2021910,0.0,2619011,Hobbyist,Very Positive,
383150,19.99,2612688,AAA,Very Positive,
266840,29.99,2607721,AAA,Very Positive,
1304930,39.99,2602693,AA,Very Positive,
1282100,49.99,2586481,AA,Very Positive,
383870,19.99,2573267,Indie,Very Positive,
977400,0.0,2569991,Indie,Very Positive,
1237950,39.99,2564884,AAA,Very Positive,
304430,19.99,2558713,Indie,Overwhelmingly Positive,
1284410,0.0,2558251,AAA,Very Positive,
599140,19.99,2549443,AA,Very Positive,
1659040,9.99,2535669,AA,Very Positive,
239820,9.99,2534168,Indie,Overwhelmingly Positive,
438040,0.0,2532767,Indie,Very Positive,
308600,0.0,2525069,Indie,Very Positive,
313120,19.99,2523585,Indie,Mostly Positive,
1364780,59.99,2520248,AAA,Very Positive,
2349820,0.0,2515164,Indie,Mixed,
1419170,0.0,2507848,Indie,Very Positive,
939400,1.99,2506937,Indie,Very Positive,
319510,4.99,2503876,Indie,Very Positive,
1328670,59.99,2501989,AAA,Very Positive,
110800,19.99,2498915,AAA,Very Positive,
332950,0.0,2494228,Indie,Very Positive,
1404210,19.99,2483791,AAA,Very Positive,
480490,29.99,2476526,AAA,Very Positive,
242920,19.99,2476296,Indie,Very Positive,
248820,9.99,2460230,AA,Very Positive,
391460,0.0,2459684,Indie,Mixed,
753640,24.99,2457936,AA,Overwhelmingly Positive,
824270,9.99,2457703,Indie,Very Positive,
289130,29.99,2449126,AAA,Very Positive,
376210,19.99,2439736,Indie,Very Positive,
637650,34.99,2427687,AA,Very Positive,
774861,9.99,2425801,Indie,Very Positive,
1056640,0.0,2421446,AAA,Mostly Positive,
1361210,39.99,2416988,AA,Mostly Positive,
243470,19.99,2412743,AAA,Mostly Positive,
2524890,0.0,2406931,Indie,Mixed,
899770,34.99,2406133,AA,Mostly Positive,
17480,0.0,2398078,AAA,Very Positive,
612880,39.99,2393453,AAA,Very Positive,
337000,29.99,2391384,AA,Mostly Positive,
1029550,0.0,2390593,Indie,Mostly Positive,
2527500,14.99,2377782,AA,Overwhelmingly Positive,
1284210,0.0,2371831,Indie,Very Positive,
360430,29.99,2369423,AAA,Mixed,
420290,0.0,2367326,Indie,Very Positive,
1435790,19.99,2357476,Indie,Very Positive,
707010,0.0,2355871,Indie,Mostly Positive,
858820,19.99,2355736,AA,Mostly Positive,
1607250,0.0,2354430,AAA,Mixed,
372000,0.0,2352653,Indie,Mixed,
1016920,19.99,2351401,AA,Very Positive,
3070070,12.99,2347682,Indie,Overwhelmingly Positive,
12200,14.99,2344189,AAA,Very Positive,
239160,19.99,2344023,AA,Mostly Positive,
1147560,19.99,2338175,AA,Very Positive,
414340,29.99,2335636,Indie,Very Positive,
675010,19.99,2333423,AAA,Very Positive,
238010,19.99,2327750,AA,Very Positive,
9900,0.0,2321626,AA,Mostly Positive,
920210,49.99,2320049,AAA,Very Positive,
302510,9.99,2310707,AA,Very Positive,
788100,19.99,2300458,AA,Very Positive,
244450,29.99,2290464,AA,Very Positive,
918570,0.0,2287356,Indie,Mostly Positive,
992300,24.99,2283649,Indie,Very Positive,
2707930,0.0,2278833,Indie,Very Positive,
502500,59.99,2276992,AAA,Very Positive,
644930,29.99,2271469,Indie,Very Positive,
1348970,0.0,2264774,Hobbyist,Very Positive,
666140,29.99,2262520,AAA,Very Positive,
255520,0.0,2253335,AA,Very Positive,
870780,39.99,2251919,AA,Very Positive,
1997040,0.0,2246681,Indie,Mostly Positive,
1520470,0.0,2246226,Indie,Very Positive,
767560,0.0,2245062,AA,Mixed,
233720,9.99,2233576,Indie,Very Positive,
555160,24.99,2233093,Indie,Very Positive,
476600,59.99,2231273,AAA,Mixed,
1549250,0.0,2224611,Indie,Mixed,
916440,59.99,2222838,AAA,Very Positive,
245170,24.99,2222175,Indie,Very Positive,
439700,0.0,2220593,Indie,Mixed,
644560,1.99,2210100,Indie,Overwhelmingly Positive,
206440,9.99,2204534,Indie,Overwhelmingly Positive,
544810,0.0,2198103,Indie,Mostly Positive,
65800,14.99,2193226,Indie,Very Positive,
418460,24.99,2188610,AA,Very Positive,
1485080,0.0,2187739,Indie,Very Positive,
436520,0.0,2183064,Indie,Mixed,
805550,39.99,2175620,AA,Very Positive,
32440,19.99,2172293,AA,Overwhelmingly Positive,
1599600,19.99,2169987,Indie,Overwhelmingly Positive,
17470,19.99,2166935,AAA,Very Positive,
434650,9.99,2161117,Indie,Very Positive,
47870,0.0,2161086,AAA,Very Positive,
1902490,0.0,2158801,AAA,Overwhelmingly Positive,
322500,24.99,2155368,Indie,Very Positive,
706990,0.0,2143817,Indie,Mostly Positive,
1210320,19.99,2139246,AA,Very Positive,
1815780,0.0,2133000,AA,Very Positive,
704270,24.99,2129894,AA,Mostly Positive,
460920,29.99,2115793,AAA,Very Positive,
247080,14.99,2109987,Indie,Overwhelmingly Positive,
683320,14.99,2109849,AA,Overwhelmingly Positive,
837470,19.99,2094127,Indie,Overwhelmingly Positive,
34870,9.99,2084912,AA,Mostly Positive,
394510,19.99,2078679,AAA,Very Positive,
2669320,69.99,2071267,AAA,Mixed,
1824220,39.99,2070753,AA,Very Positive,
389570,0.0,2065948,Indie,Very Positive,
1771300,59.99,2065084,AAA,Very Positive,
235540,29.99,2063563,AA,Very Positive,
268050,19.99,2059443,AAA,Very Positive,
972660,29.99,2057143,Indie,Overwhelmingly Positive,
1129580,34.99,2054710,AA,Very Positive,
214420,0.0,2048106,Indie,Mostly Positive,
203290,0.0,2047458,Hobbyist,Mostly Positive,
607260,0.0,2046248,Hobbyist,Very Positive,
1948280,7.99,2045377,Indie,Overwhelmingly Positive,
1296830,17.99,2044620,AA,Very Positive,
389430,0.0,2041428,Indie,Mixed,
516750,14.99,2038835,Indie,Overwhelmingly Positive,
228380,29.99,2035825,AA,Very Positive,
1468260,0.0,2034449,Indie,Very Positive,
838350,19.99,2028319,Indie,Mostly Positive,
